X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1836246.192,6311706.627,84,20863,9489,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Žabí x Chvalovka,Žabí,1061,A,2023/05/16 00:00:00+00,{A5DF9183-2A7A-490C-950F-857BB292D1DA}
1850339.607,6300243.634,85,23369,3531,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Havránkova 100a,Havránkova,90,A,2023/05/16 00:00:00+00,{B9B95CCB-BE71-48E3-9A78-3DE019486830}
1849022.943,6307574.812,86,23305,8910,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/09/08 00:00:00+00,,,2020/09/11 00:00:00+00,,,,7,,,7,,,Květinářská 3 - v domě,Květinářská,404,N,2023/05/16 00:00:00+00,{0A50BF26-4E57-4E4C-85BD-649FF77A7569}
1848014.199,6309021.073,87,23307,10195,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/09/14 00:00:00+00,,,,,,,7,,,,,,,Smetanova 4 - v domě,Smetanova,342,N,2023/05/16 00:00:00+00,{D4736333-C644-4F86-91C9-289A32B51850}
1848008.098,6308874.797,88,19881,8911,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/09/08 00:00:00+00,,,,,,,7,,,,,,Gorkého 1 - v domě,Gorkého,51,N,2023/05/16 00:00:00+00,{A30E6578-9B99-4281-83C2-E8179948E768}
1848492.772,6309857.056,89,16034,6489,,Papír,1100,5x týdně,SAKO,A,N,A,A,N,A,A,2019/01/14 00:00:00+00,,2019/01/16 00:00:00+00,2019/01/17 00:00:00+00,,2019/01/12 00:00:00+00,2019/01/13 00:00:00+00,7,,7,7,,7,7,LidickáxBurešova,Lidická,614,A,2023/05/16 00:00:00+00,{2353745D-D858-4BDE-B4FC-47946C44915B}
1840125.465,6312479.303,90,25534,10717,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2022/02/08 00:00:00+00,,,2022/02/11 00:00:00+00,,,,7,,,7,,,Opálkova 5,Opálkova,752,A,2023/05/16 00:00:00+00,{471E42C0-871E-4BAB-BB5A-8A5A5B7E8ED7}
1854136.058,6309319.886,91,25060,3195,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bořetická 1,Věstonická,4270,A,2023/05/16 00:00:00+00,{EA767F49-A201-40F3-BDAD-28681CAF7917}
1845908.557,6304620.492,92,23333,2503,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/09/28 00:00:00+00,,,2020/09/24 00:00:00+00,,,,7,,,7,,,,Kamenice - Kaufland,Kamenice,747,A,2023/05/16 00:00:00+00,{0379EADA-2FB8-46C2-A407-B440E359626E}
1845908.557,6304620.492,93,23334,2503,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/09/28 00:00:00+00,,,2020/09/24 00:00:00+00,,,,7,,,7,,,,Kamenice - Kaufland,Kamenice,747,A,2023/05/16 00:00:00+00,{2B53A11D-D995-4E83-BFF4-087CE62B92AD}
1849019.147,6308354.52,94,23351,10206,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/10/13 00:00:00+00,,,,,,,7,,,,,,"Jezuitská 5,5a- v domě",Jezuitská,8,N,2023/05/16 00:00:00+00,{FA390433-1D09-4EF2-9AEA-3FC5F093B5CD}
1847264.084,6306325.781,95,26302,8260,,Papír,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/01/17 00:00:00+00,,,,,,,7,,,,Kamenná 4a - v domě,Kamenná,175,N,2023/05/16 00:00:00+00,{12128A0F-4F4F-421E-9A9C-D73B0D1DDA53}
1854136.058,6309319.886,96,24817,3195,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bořetická 1,Věstonická,4270,A,2023/05/16 00:00:00+00,{7837C435-D7A8-4581-97F7-BF94FEFC30C0}
1850433.394,6309251.515,97,23362,9924,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/03/20 00:00:00+00,,,,,,,7,,,,,Francouzská 89 - v domě,Francouzská,422,N,2023/05/16 00:00:00+00,{3CA6C48A-94E8-47D3-B0D8-7D8261825F4F}
1853923.015,6309720.835,98,24845,3499,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Révová 14,Révová,4446,A,2023/05/16 00:00:00+00,{C54AC0B0-0A34-430C-93EC-975DC3D34D81}
1850152.735,6317976.251,99,12704,2568,,Papír,1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Útěchovská 70,Útěchovská,528,A,2023/05/16 00:00:00+00,{CF204546-DE21-42D6-8354-7340429AFFC9}
1850290.348,6318727.824,100,12547,2569,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Mokrohorská x Rygle,Mokrohorská,455,A,2023/05/16 00:00:00+00,{A8A4292E-AEE1-4123-A135-65312EE83B2B}
1851392.745,6323612.638,101,22881,10064,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Adamovská x Sojčí,Bažinka,62,A,2023/05/16 00:00:00+00,{41FEE272-9ACD-4903-AD15-F7E1E6334337}
1854135.713,6309650.485,102,24846,3724,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Valtická 1,Valtická,4153,A,2023/05/16 00:00:00+00,{67D87EEC-6668-4AE4-8132-10FE5DA9D7AF}
1854737.228,6310080.927,103,24823,3313,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bzenecká 5,Bzenecká,4244,A,2023/05/16 00:00:00+00,{FAA7FE52-CC85-4919-9686-F4DE1B38CCAD}
1855059.331,6309761.062,104,24849,2992,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Velkopavlovická 1,Mikulovská,4235,A,2023/05/16 00:00:00+00,{75F479FF-A691-40FB-A7D7-57F7C17B0076}
1854294.822,6310195.633,105,24827,3985,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bzenecká 22,Bzenecká,4166,A,2023/05/16 00:00:00+00,{A341A0D1-4D0F-41F4-99C4-0666B929F5D4}
1854749.162,6309753.276,106,24853,3411,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Velkopavlovická 25,Velkopavlovická,4085,A,2023/05/16 00:00:00+00,{EC26B181-7644-4FD6-AC43-E353C9DBCD62}
1852472.956,6308228.221,107,24759,3424,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Jílkova x Mošnova,Mošnova,3950,A,2023/05/16 00:00:00+00,{7F9C391E-6B5B-47CA-ACA4-20CB47D70DDB}
1854434.706,6310062.474,108,24828,3710,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bzenecká 19,Bzenecká,4242,A,2023/05/16 00:00:00+00,{4CB898E6-0B70-4102-AB03-1330A3CEF984}
1843646.111,6302685.704,109,14559,2980,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/08/15 00:00:00+00,,,,,,,7,,,,Točná x Malostranská,Točná,207,A,2023/05/16 00:00:00+00,{7FD90488-0824-49E5-BE2C-029DDB92CA39}
1843800.177,6306059.808,110,25066,2882,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Kluchova 1,Kluchova,1,A,2023/05/16 00:00:00+00,{304B9810-46E6-4D8C-A33D-D8E3A0CCEA7C}
1847045.007,6308579.867,111,25065,10597,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Údolní 46 - v domě,Údolní,405,N,2023/05/16 00:00:00+00,{3CF8EA57-0935-426A-9798-C5F6942D7966}
1854592.78,6310083.585,112,8314,3549,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Bzenecká 10,Bzenecká,4157,A,2023/05/16 00:00:00+00,{9154897C-D308-4C33-9C3D-8FE02BF98B38}
1854596.954,6310402.525,113,8295,3326,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Blatnická 16,Blatnická,4174,A,2023/05/16 00:00:00+00,{E54C2508-9261-4B94-96AF-39F2F2F635F0}
1855059.331,6309761.062,114,5916,2992,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Velkopavlovická 1,Mikulovská,4235,A,2023/05/16 00:00:00+00,{F2684682-0BEB-4568-BBAA-5BD5E3AC4350}
1854592.78,6310083.585,115,8313,3549,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Bzenecká 10,Bzenecká,4157,A,2023/05/16 00:00:00+00,{EF89BB42-F562-4944-BA62-328E1B759783}
1854741.369,6310230.342,116,13040,2995,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Prušánecká 9,Prušánecká,4208,A,2023/05/16 00:00:00+00,{1E2AF22B-B3C1-45A2-AAF2-A3B73266FC08}
1854596.954,6310402.525,117,8294,3326,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Blatnická 16,Blatnická,4174,A,2023/05/16 00:00:00+00,{EDA99580-CE46-4A00-8E98-5D9EFA65FE97}
1854896.003,6309594.839,118,14275,2997,,Papír,1100,3x týdně,SAKO,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Velkopavlovická 17,Velkopavlovická,4068,A,2023/05/16 00:00:00+00,{FE5D4668-21EB-4D87-A4D6-0A58FCE7DD6C}
1854435.964,6310238.316,119,12616,3719,,Papír,1100,3x týdně,EKO-KOM,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Prušánecká 16,Prušánecká,4149,A,2023/05/16 00:00:00+00,{1CF51996-2AA3-4BDC-A9A7-177011D30FE9}
1854912.69,6309776.26,120,11964,3490,,Papír,1100,3x týdně,SAKO,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Mikulovská 7,Mikulovská,4056,A,2023/05/16 00:00:00+00,{5D78F4F5-33D9-4870-A44A-14762E1CF154}
1854583.451,6310216.472,121,12104,4449,,Papír,1100,3x týdně,SAKO,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Prušánecká 11,Prušánecká,4145,A,2023/05/16 00:00:00+00,{4A2D42C8-D84A-4E94-88BB-303F2C3F59B7}
1854569.225,6309468.214,122,12553,3715,,Papír,1100,3x týdně,EKO-KOM,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Mutěnická 21,Mutěnická,4182,A,2023/05/16 00:00:00+00,{108B14A1-578C-4A5B-A7D0-9BB5E3B84FFF}
1854294.321,6309220.695,123,12394,3708,,Papír,1100,3x týdně,EKO-KOM,A,N,A,N,A,N,N,2021/06/07 00:00:00+00,,2021/06/09 00:00:00+00,,2021/06/11 00:00:00+00,,,7,,7,,7,,,Bořetická 8,Bořetická,4132,A,2023/05/16 00:00:00+00,{18A33C8B-065B-42D8-80B7-F1CCF56E9EF9}
1854136.058,6309319.886,124,6517,3195,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Bořetická 1,Věstonická,4270,A,2023/05/16 00:00:00+00,{F990BF3E-855D-4197-9F1E-A4FF3F493CC6}
1854738.13,6309888.458,125,5923,2993,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Pálavské nám 5,Pálavské náměstí,4343,A,2023/05/16 00:00:00+00,{B0CBFEA8-0FDC-41CD-8DCE-E8A462695625}
1854896.003,6309594.839,126,5935,2997,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Velkopavlovická 17,Velkopavlovická,4068,A,2023/05/16 00:00:00+00,{94587FE1-B4FD-4990-9F53-C4CC26D2C7F3}
1854272.146,6309609.304,127,5931,2996,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Valtická 8,Valtická,4241,A,2023/05/16 00:00:00+00,{3FBC42FB-5115-4456-8CFB-6F7D56767B5F}
1854272.146,6309609.304,128,5932,2996,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Valtická 8,Valtická,4241,A,2023/05/16 00:00:00+00,{0BE24465-01FF-46B5-A0CB-B597FDE223E3}
1834084.012,6318324.007,129,23375,10215,,Papír,1100,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/11/03 00:00:00+00,,,,,,,7,,,,,,Rakovecká 75-77,,615,A,2023/05/16 00:00:00+00,{B3A7AA6C-CF53-46DE-BAA7-F9981591FCA3}
1834084.012,6318324.007,130,23376,10215,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/11/03 00:00:00+00,,,,,,,7,,,,,,Rakovecká 75-77,,615,A,2023/05/16 00:00:00+00,{B1AC7992-8CA6-4829-BF51-FA17881299BD}
1839918.411,6312587.651,131,23311,2425,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Vondrákova  13 - ALBERT,Vondrákova,825,A,2023/05/16 00:00:00+00,{2D4DF17D-1619-42A6-9CCA-3991ECBA415B}
1854738.13,6309888.458,132,5920,2993,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Pálavské nám 5,Pálavské náměstí,4343,A,2023/05/16 00:00:00+00,{6B90D4C5-EC11-4517-A90E-FFDBE231BEDD}
1846672.02,6317480.873,133,24977,3331,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,N,A,N,A,A,N,,,2021/03/17 00:00:00+00,,2021/03/19 00:00:00+00,2023/01/07 00:00:00+00,,,,7,,7,7,,Hapalova - SSO,,1877,A,2023/05/16 00:00:00+00,{E76E3A52-F138-4A25-846A-86FCBB64ABF1}
1852305.866,6307798.367,134,10993,3209,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2023/04/25 00:00:00+00,,,2023/04/14 00:00:00+00,,2023/04/30 00:00:00+00,,7,,,7,,7,Táborská x Klíny,Táborská,209,A,2023/05/16 00:00:00+00,{B00F2650-9263-46A0-9649-BC899538CFD8}
1845940.283,6316905.394,135,10753,2915,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Měříčkova x Kolaříkova,Kolaříkova,1499,A,2023/05/16 00:00:00+00,{3E70C925-AC83-46CA-A8A5-D5A09CCCBF9A}
1840187.259,6312560.517,136,25535,10718,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2022/02/08 00:00:00+00,,,2022/02/11 00:00:00+00,,,,7,,,7,,,Opálkova 7,Opálkova,753,A,2023/05/16 00:00:00+00,{DD28A69E-1856-4492-A256-5DBF7177AFB6}
1847451.579,6308989.657,137,23203,10159,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/06/16 00:00:00+00,,,,,,,7,,,,,,Grohova 24 - v domě,Grohova,120,N,2023/05/16 00:00:00+00,{156C4977-FF44-4113-A1F0-3A557C31D323}
1848089.618,6307481.859,138,21679,10069,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2020/09/09 00:00:00+00,,,,,,,7,,,,,Pekařská 37 - v domě,Pekařská,395,N,2023/05/16 00:00:00+00,{FD34F19C-BFC5-4FE6-B17A-B5D7ED9560E2}
1854592.78,6310083.585,139,25061,3549,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bzenecká 10,Bzenecká,4157,A,2023/05/16 00:00:00+00,{E9D9842E-D2A9-4889-8C02-7D2660E58DB0}
1845693.744,6304119.786,140,25067,3885,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Uzbecká 7,Uzbecká,708,A,2023/05/16 00:00:00+00,{A6E33F96-81EA-488D-847D-883A6A1403E0}
1850433.394,6309251.515,141,23363,9924,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/06/26 00:00:00+00,,,,,,,7,,,,,Francouzská 89 - v domě,Francouzská,422,N,2023/05/16 00:00:00+00,{FA47114B-E715-472B-A1C8-84BA7B093209}
1847922.316,6309938.67,142,23381,10230,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2019/01/11 00:00:00+00,,,,,,,7,,,Botanická 17 - v domě,Botanická,603,N,2023/05/16 00:00:00+00,{41E24B7C-7AD5-465A-99A6-DE3941BD2B63}
1847476.359,6309973.668,143,23383,6977,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2019/01/11 00:00:00+00,,,,,,,7,,,Kounicova 63 - v domě,Kounicova,294,N,2023/05/16 00:00:00+00,{5B4422B6-8002-4453-8D9C-8C3D40015507}
1846130.829,6303217.157,144,23470,4309,,Sklo bílé,1300,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2020/12/02 00:00:00+00,,,,,,,14,,,,,Arménská 1,Arménská,501,A,2023/05/16 00:00:00+00,{AF8BCD3F-56CB-4393-A34D-22D4206722B1}
1835795.092,6310260.314,145,25074,7855,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Hostislavova 6-10,Hostislavova,205,A,2023/05/16 00:00:00+00,{3ADA22E8-0737-484D-BA5C-9715DFCC5DAC}
1848281.533,6307183.163,146,23393,10218,,Papír,240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/11/16 00:00:00+00,,,,,,,7,,,,,,,Jircháře 13- v domě,Jircháře,192,N,2023/05/16 00:00:00+00,{11687916-8C0B-4F64-ABDD-F09780FAEA94}
1843658.456,6305207.104,147,23389,10217,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/11/10 00:00:00+00,,,2020/11/13 00:00:00+00,,,,7,,,7,,,Čtvrtě 2,Čtvrtě,317,A,2023/05/16 00:00:00+00,{CAE2494F-2F27-456B-8F1F-B554F170F303}
1838454.66,6311898.285,148,25076,3446,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Vejrostova 1 - TŘÍĎOUN,Vejrostova,1066,N,2023/05/16 00:00:00+00,{B99848B4-4459-4D54-8794-94FF5D9DBCDB}
1837374.861,6316823.183,149,25077,4511,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Přeh. Osada,Hrázní,312,A,2023/05/16 00:00:00+00,{C3A36ACA-325B-4F30-9079-73F42604EC3A}
1854738.13,6309888.458,150,5922,2993,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/02/11 00:00:00+00,,,,,,,14,,,Pálavské nám 5,Pálavské náměstí,4343,A,2023/05/16 00:00:00+00,{E5097CF2-A758-4496-B260-882A049C3CD5}
1845383.43,6303612.248,151,23441,2504,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/11/16 00:00:00+00,,,2020/11/19 00:00:00+00,,,,7,,,7,,,,Neužilova  4,,492,A,2023/05/16 00:00:00+00,{32692F14-2F5C-4836-B1BF-4DC43D56E3C4}
1845383.43,6303612.248,152,23442,2504,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/11/16 00:00:00+00,,,2020/11/19 00:00:00+00,,,,7,,,7,,,,Neužilova  4,,492,A,2023/05/16 00:00:00+00,{A1C7548D-8479-4666-999E-EDCBD0E5E0A5}
1845158.965,6303167.631,153,23445,2500,,Sklo barevné,1300,1x30 třetí,SAKO,A,N,N,N,N,N,N,2020/12/21 00:00:00+00,,,,,,,,,,,,,,Čeňka Růžičky x Lískovecká,Čeňka Růžičky,388,A,2023/05/16 00:00:00+00,{D905A141-459B-4991-AAAC-48F2DC803B46}
1846130.829,6303217.157,154,23469,4309,,Sklo barevné,1300,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2020/12/02 00:00:00+00,,,,,,,14,,,,,Arménská 1,Arménská,501,A,2023/05/16 00:00:00+00,{E7090D6B-E731-4F44-848B-30A520D0944B}
1845158.965,6303167.631,155,23446,2500,,Sklo bílé,1300,1x30 třetí,SAKO,A,N,N,N,N,N,N,2020/12/21 00:00:00+00,,,,,,,,,,,,,,Čeňka Růžičky x Lískovecká,Čeňka Růžičky,388,A,2023/05/16 00:00:00+00,{D99936CA-9975-43A7-A0C8-856E2A62A1A2}
1845830.745,6311217.855,156,4270,2451,Sklo duo - barevné,Sklo barevné,1125,1x týdně,SAKO,A,N,N,N,N,N,N,2019/04/08 00:00:00+00,,,,,,,7,,,,,,,Zborovská x nám. Svornosti,Kubánská,2398,A,2023/05/16 00:00:00+00,{49F27CD4-47EE-487E-9A3E-9911AC395F05}
1853672.936,6313660.994,157,23380,3402,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Obřanská 214,,278,A,2023/05/16 00:00:00+00,{7DB18981-F6F3-4005-A170-DA8189CE3499}
1846672.02,6317480.873,158,24976,3331,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,N,A,N,A,A,N,,,2021/03/17 00:00:00+00,,2021/03/19 00:00:00+00,2023/01/07 00:00:00+00,,,,7,,7,7,,Hapalova - SSO,,1877,A,2023/05/16 00:00:00+00,{BBD39A1E-8054-4A53-8C97-C45FC82F1DED}
1851487.456,6310338.49,159,23538,10315,Podzemní kontejnery,Sklo barevné,3000,1x týdně,městská část Brno-sever,N,A,N,N,N,N,N,,2022/11/22 00:00:00+00,,,,,,,7,,,,,,Svitavské nábř. - podzemní kontejnery,Svitavské nábřeží,1581,A,2023/05/16 00:00:00+00,{843D2023-A83B-4B3A-8CDA-D2148A3948F3}
1851848.777,6307624.858,160,26303,3473,,Sklo barevné,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2023/01/06 00:00:00+00,,,,,,,7,,,Táborská x Letní,Táborská,213,A,2023/05/16 00:00:00+00,{79487E80-01E0-41A8-8E74-A88B37BBE1C3}
1845940.283,6316905.394,161,23370,2915,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Měříčkova x Kolaříkova,Kolaříkova,1499,A,2023/05/16 00:00:00+00,{CD6F1EAC-2DA3-4CA5-B30F-17571EE2D707}
1848462.627,6309411.394,162,23465,10090,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2019/11/15 00:00:00+00,,,,,,,7,,,Smetanova 45 - v domě,Smetanova,763,N,2023/05/16 00:00:00+00,{918F7620-815D-4F87-87D6-E5B694C1CA9A}
1844630.788,6305356.416,163,23467,10268,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/11/30 00:00:00+00,,,2020/11/26 00:00:00+00,,,,7,,,7,,,,Studentská 1,Netroufalky,223,A,2023/05/16 00:00:00+00,{6839E3F7-57BB-43E3-BEF8-2CBC79805F7C}
1851848.777,6307624.858,164,26304,3473,,Sklo barevné,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2023/01/06 00:00:00+00,,,,,,,7,,,Táborská x Letní,Táborská,213,A,2023/05/16 00:00:00+00,{9AFFD3B9-E12C-41D1-96D0-8A316F8F0B7C}
1850814.396,6314429.059,165,11707,2580,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Haškova 13,Haškova,150,A,2023/05/16 00:00:00+00,{60C03DE9-287E-4F78-86F7-E32BC8751893}
1851206.04,6307089.482,166,23464,10267,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2023/02/28 00:00:00+00,,,2023/02/24 00:00:00+00,,,,7,,,7,,,Zvěřinova 11a,Zvěřinova,1174,A,2023/05/16 00:00:00+00,{D7508E9E-613B-4AC2-8DD3-9263B5135B3F}
